,lcID,lcEta,lcPhi,lcX,lcY,lcZ,lcLayer,lcEnergy,lcToTrack1,lcToTrack2,lcToTrack3,isSeed
18,18.0,1.7850877046585083,-0.803153932094574,78.17237091064453,-80.9988784790039,326.0173034667969,4.0,0.026692751795053482,0.0,-1.0,-1.0,0.0
19,19.0,1.7041064500808716,-0.8236426115036011,83.37364196777344,-90.00775146484375,326.0173034667969,4.0,0.0610697865486145,0.0,-1.0,-1.0,0.0
20,20.0,1.688766360282898,-0.827340841293335,84.41390228271484,-91.80951690673828,326.0173034667969,4.0,0.031545981764793396,0.0,-1.0,-1.0,0.0
21,21.0,1.6998845338821411,-0.8046336770057678,85.45415496826172,-88.80656433105469,326.0173034667969,4.0,1.7352312803268433,0.0,-1.0,-1.0,0.0
22,22.0,1.680308222770691,-0.7900740504264832,88.57492065429688,-89.40715026855469,326.0173034667969,4.0,0.04165687784552574,0.0,-1.0,-1.0,0.0
23,23.0,1.648089051246643,-0.8227183222770691,88.62492370605469,-95.49967193603516,326.0172424316406,4.0,0.009697032161056995,0.0,-1.0,-1.0,0.0
24,24.0,1.6279183626174927,-0.799809992313385,92.78594207763672,-95.49967193603516,326.0172424316406,4.0,0.06006772816181183,0.0,-1.0,-1.0,0.0
25,25.0,2.1591124534606934,2.3084287643432617,-51.61924362182617,56.802005767822266,328.0427551269531,5.0,0.05176776275038719,1.0,-1.0,-1.0,0.0
26,26.0,1.8592894077301025,2.3928749561309814,-76.73536682128906,71.30281829833984,328.0427551269531,5.0,0.04003913328051567,1.0,-1.0,-1.0,0.0
27,27.0,1.8869116306304932,2.314971446990967,-68.92829132080078,74.85899353027344,328.0427551269531,5.0,7.197943687438965,1.0,-1.0,-1.0,0.0
28,28.0,1.8279764652252197,2.2793288230895996,-70.44383239746094,82.2000503540039,328.0427551269531,5.0,0.07198954373598099,1.0,-1.0,-1.0,0.0
29,29.0,1.6999657154083252,-0.8046035766601562,85.98027801513672,-89.34794616699219,328.0427551269531,5.0,5.044728755950928,0.0,-1.0,-1.0,0.0
30,30.0,1.7150920629501343,-0.7458950281143188,89.61516571044922,-82.80065155029297,328.0427551269531,5.0,0.031545981764793396,0.0,-1.0,-1.0,0.0
31,31.0,1.6436213254928589,-0.7775282263755798,93.8761978149414,-92.41011047363281,328.0427551269531,5.0,0.03151535615324974,0.0,-1.0,-1.0,0.0
32,32.0,1.6793946027755737,-0.87509685754776,81.24313354492188,-97.30143737792969,328.0427551269531,5.0,0.020740875974297523,0.0,-1.0,-1.0,0.0
33,33.0,1.660897135734558,-0.8589529991149902,84.46389770507812,-97.90203857421875,328.0427551269531,5.0,0.020471513271331787,0.0,-1.0,-1.0,0.0
34,34.0,1.5882912874221802,-0.8453995585441589,92.78594207763672,-104.64639282226562,328.0427551269531,5.0,0.11690311133861542,0.0,-1.0,-1.0,0.0
35,35.0,1.8835813999176025,2.387638568878174,-74.65485382080078,70.10163116455078,328.9872741699219,6.0,0.03478146716952324,1.0,-1.0,-1.0,0.0
36,36.0,1.8853086233139038,2.3151707649230957,-69.25785827636719,75.18685150146484,328.9872741699219,6.0,8.78494930267334,1.0,-1.0,-1.0,0.0
37,37.0,1.8526403903961182,2.2606217861175537,-67.32305908203125,81.5994644165039,328.9872741699219,6.0,0.022243961691856384,1.0,-1.0,-1.0,0.0
38,38.0,1.7911773920059204,-0.7928264141082764,79.2126235961914,-80.39827728271484,328.9872741699219,6.0,0.015772990882396698,0.0,-1.0,-1.0,0.0
39,39.0,1.6924717426300049,-0.8431785702705383,83.37364196777344,-93.61129760742188,328.9872741699219,6.0,0.031545981764793396,0.0,-1.0,-1.0,0.0
40,40.0,1.6774169206619263,-0.846487283706665,84.41390228271484,-95.4130630493164,328.9872741699219,6.0,0.015772990882396698,0.0,-1.0,-1.0,0.0
41,41.0,1.699602723121643,-0.803607702255249,86.35054016113281,-89.55403137207031,328.9872741699219,6.0,9.127506256103516,0.0,-1.0,-1.0,0.0
42,42.0,1.644002079963684,-0.7687606811523438,94.91645050048828,-91.80951690673828,328.9872741699219,6.0,0.01050511747598648,0.0,-1.0,-1.0,0.0
43,43.0,1.6666123867034912,-0.8345513343811035,86.5444107055664,-95.49967193603516,328.9872741699219,6.0,0.014545549638569355,0.0,-1.0,-1.0,0.0
44,44.0,1.6243407726287842,-0.8122214078903198,92.78594207763672,-97.90203857421875,328.9872741699219,6.0,0.03798004239797592,0.0,-1.0,-1.0,0.0
45,45.0,1.5448495149612427,-0.80204176902771,102.24822998046875,-105.709716796875,328.9872741699219,6.0,0.06680178642272949,0.0,-1.0,-1.0,0.0
46,46.0,2.0934300422668457,2.292428970336914,-54.74000930786133,62.207332611083984,331.0127258300781,7.0,0.044892359524965286,1.0,-1.0,-1.0,0.0
47,47.0,1.8971437215805054,2.2675621509552,-65.19255828857422,77.90931701660156,331.0127258300781,7.0,0.024266138672828674,1.0,-1.0,-1.0,0.0
