,i,j,k,x,y,z,layer,energy,LCID,TrkId
207,22.0,7.0,3.0,95.86476135253906,-87.6584701538086,339.9227600097656,13.0,0.1144788563251495,222.0,62.0
208,22.0,7.0,4.0,95.95669555664062,-90.00775146484375,340.8672790527344,14.0,0.0258593708276748,247.0,63.0
209,22.0,7.0,4.0,98.0372085571289,-88.80655670166016,342.8927307128906,15.0,0.0080810543149709,277.0,63.0
210,22.0,7.0,4.0,98.0372085571289,-88.80655670166016,343.8372497558594,16.0,0.0210107397288084,316.0,63.0
211,22.0,7.0,5.0,98.0372085571289,-88.80655670166016,343.8372497558594,16.0,0.0210107397288084,316.0,64.0
212,22.0,7.0,5.0,95.95669555664062,-86.40419006347656,345.8627624511719,17.0,0.0929321199655532,341.0,64.0
213,22.0,7.0,5.0,98.54588317871094,-88.51288604736328,348.832763671875,19.0,0.0277449488639831,390.0,64.0
214,22.0,7.0,6.0,92.04713439941406,-88.19062805175781,348.832763671875,19.0,0.0753242149949073,388.0,65.0
215,22.0,7.0,6.0,92.83594512939452,-87.91405487060547,349.7772521972656,20.0,0.0484863221645355,415.0,65.0
216,22.0,7.0,6.0,91.06049346923828,-88.57373809814453,351.8027648925781,21.0,0.1047513484954834,433.0,65.0
217,23.0,4.0,5.0,97.98721313476562,-98.50262451171876,345.8627624511719,17.0,0.0150846326723694,351.0,66.0
218,23.0,4.0,5.0,97.98721313476562,-99.70380401611328,346.8072509765625,18.0,0.0150846326723694,372.0,66.0
219,23.0,4.0,5.0,97.98721313476562,-98.50262451171876,348.832763671875,19.0,0.0700357928872108,401.0,66.0
220,23.0,4.0,8.0,97.98721313476562,-100.9049835205078,358.687255859375,26.0,0.0129296854138374,538.0,67.0
221,23.0,4.0,8.0,100.06771850585938,-100.9049835205078,360.7127685546875,27.0,0.0099666323512792,554.0,67.0
222,23.0,4.0,8.0,101.20797729492188,-101.50558471679688,361.6572570800781,28.0,0.0334414653480052,562.0,67.0
223,23.0,5.0,5.0,100.67565155029295,-94.49036407470705,343.8372497558594,16.0,0.0301692672073841,317.0,68.0
224,23.0,5.0,5.0,102.24822998046876,-97.30143737792967,346.8072509765625,18.0,0.0126603171229362,374.0,68.0
225,23.0,5.0,5.0,100.06771850585938,-97.30143737792967,348.832763671875,19.0,0.0191251598298549,403.0,68.0
226,23.0,7.0,5.0,98.0372085571289,-88.80655670166016,343.8372497558594,16.0,0.0210107397288084,316.0,69.0
227,23.0,7.0,5.0,101.15797424316406,-87.00479125976562,346.8072509765625,18.0,0.0223575830459594,361.0,69.0
228,23.0,7.0,5.0,98.54588317871094,-88.51288604736328,348.832763671875,19.0,0.0277449488639831,390.0,69.0
