,lcID,lcEta,lcPhi,lcX,lcY,lcZ,lcLayer,lcToTrack1,lcToTrack2,lcToTrack3,isSeed
62,62.0,1.7750556468963623,3.115593194961548,-115.47479248046875,3.002957344055176,331.0127258300781,7.0,0.0,-1.0,-1.0,0.0
63,63.0,1.7801814079284668,3.139312267303467,-114.88831329345703,0.2619820535182953,331.0127258300781,7.0,0.0,-1.0,-1.0,0.0
64,64.0,1.7830910682678223,3.09963059425354,-114.43453979492188,4.804731369018555,331.0127258300781,7.0,0.0,-1.0,-1.0,0.0
65,65.0,1.7924388647079468,-3.125704526901245,-113.394287109375,-1.801774501800537,331.0127258300781,7.0,0.0,-1.0,-1.0,0.0
66,66.0,1.822900652885437,3.1311724185943604,-109.81490325927734,1.1443501710891724,331.0127258300781,7.0,0.0,-1.0,-1.0,0.0
67,67.0,1.9478278160095215,2.9462223052978516,-94.51969909667969,18.704938888549805,331.0127258300781,7.0,0.0,-1.0,-1.0,0.0
68,68.0,2.0045676231384277,1.435677409172058,12.236307144165039,90.00775146484375,331.0127258300781,7.0,1.0,-1.0,-1.0,0.0
69,69.0,1.9691399335861206,1.3734443187713623,18.47783851623535,92.41011047363281,331.0127258300781,7.0,1.0,-1.0,-1.0,0.0
70,70.0,1.9162137508392334,1.5424339771270752,2.8240132331848145,99.54232025146484,331.0127258300781,7.0,1.0,-1.0,-1.0,0.0
71,71.0,1.8804347515106201,1.5334081649780273,3.864269971847534,103.3073501586914,331.0127258300781,7.0,1.0,-1.0,-1.0,0.0
72,72.0,1.922395944595337,1.5157479047775269,5.443830966949463,98.7918472290039,331.0127258300781,7.0,1.0,-1.0,-1.0,0.0
73,73.0,1.8950767517089844,1.479907751083374,9.2403564453125,101.38675689697266,331.0127258300781,7.0,1.0,-1.0,-1.0,0.0
74,74.0,1.8653810024261475,1.4504464864730835,12.609143257141113,104.264404296875,331.0127258300781,7.0,1.0,-1.0,-1.0,0.0
75,75.0,1.8422824144363403,1.4573005437850952,12.186311721801758,106.91089630126953,331.0127258300781,7.0,1.0,-1.0,-1.0,0.0
76,76.0,1.9210255146026611,1.4327062368392944,13.638988494873047,98.14014434814453,331.0127258300781,7.0,1.0,-1.0,-1.0,0.0
77,77.0,1.7859711647033691,1.4266973733901978,16.39732551574707,113.00341796875,331.0127258300781,7.0,1.0,-1.0,-1.0,0.0
78,78.0,1.6411136388778687,-3.1235668659210205,-133.25912475585938,-2.4023656845092773,331.0127868652344,7.0,0.0,-1.0,-1.0,0.0
79,79.0,1.698907732963562,-3.0641093254089355,-124.8870849609375,-9.696064949035645,331.0127868652344,7.0,0.0,-1.0,-1.0,0.0
80,80.0,1.7243746519088745,-3.0024843215942383,-120.72606658935547,-16.90316390991211,331.0127868652344,7.0,0.0,-1.0,-1.0,0.0
81,81.0,1.8402994871139526,-3.1135690212249756,-108.09302520751953,-3.029953718185425,331.9572448730469,8.0,0.0,-1.0,-1.0,0.0
82,82.0,1.8486608266830444,-3.0911433696746826,-107.05274963378906,-5.405323505401611,331.9572448730469,8.0,0.0,-1.0,-1.0,0.0
83,83.0,1.8638824224472046,3.138727903366089,-105.48905181884766,0.3022124767303467,331.9572448730469,8.0,0.0,-1.0,-1.0,0.0
84,84.0,1.8666834831237793,3.078739881515503,-104.97225189208984,6.606505870819092,331.9572448730469,8.0,0.0,-1.0,-1.0,0.0
85,85.0,1.8774948120117188,3.1069343090057373,-103.9319839477539,3.603549003601074,331.9572448730469,8.0,0.0,-1.0,-1.0,0.0
86,86.0,1.914638638496399,-3.069481372833252,-99.7709732055664,-7.207098007202148,331.9572448730469,8.0,0.0,-1.0,-1.0,0.0
87,87.0,1.9684957265853882,-3.135241985321045,-94.56969451904297,-0.6005914211273193,331.9572448730469,8.0,0.0,-1.0,-1.0,0.0
88,88.0,1.7117036581039429,-3.0979576110839844,-123.79682922363281,-5.405323505401611,331.9572448730469,8.0,0.0,-1.0,-1.0,0.0
89,89.0,1.736369013786316,3.121687650680542,-120.67607116699219,2.4023659229278564,331.9572448730469,8.0,0.0,-1.0,-1.0,0.0
90,90.0,1.7529159784317017,3.1415927410125732,-118.59556579589844,0.0,331.9572448730469,8.0,0.0,-1.0,-1.0,0.0
91,91.0,1.8216447830200195,3.1307003498077393,-110.27352142333984,1.2011829614639282,331.9572448730469,8.0,0.0,-1.0,-1.0,0.0
92,92.0,1.828974962234497,3.0741770267486572,-109.18326568603516,7.371826648712158,331.9572448730469,8.0,0.0,-1.0,-1.0,0.0
93,93.0,1.9849692583084106,1.461336374282837,10.155797004699707,92.41011047363281,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
94,94.0,2.015284299850464,1.528444528579712,3.814268112182617,90.00775146484375,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
95,95.0,1.9088821411132812,1.3961360454559326,17.48758316040039,99.10321807861328,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
96,96.0,1.886658787727356,1.4001891613006592,17.48758316040039,101.50558471679688,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
97,97.0,1.9340521097183228,1.5207419395446777,4.90452241897583,97.90203857421875,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
98,98.0,1.8883030414581299,1.5230798721313477,4.904524803161621,102.7067642211914,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
99,99.0,1.8532674312591553,1.5210723876953125,5.301946640014648,106.5397720336914,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
100,100.0,1.9686459302902222,1.496857762336731,6.9850311279296875,94.29847717285156,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
101,101.0,1.9429011344909668,1.4773211479187012,9.065542221069336,96.70084381103516,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
102,102.0,1.8963598012924194,1.4810118675231934,9.142172813415527,101.54981994628906,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
103,103.0,1.851293683052063,1.4663333892822266,11.146055221557617,106.31031036376953,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
104,104.0,1.9151077270507812,1.4381178617477417,13.2265625,99.10321807861328,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
105,105.0,1.8898887634277344,1.421123743057251,15.307073593139648,101.5055923461914,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
106,106.0,1.8085789680480957,1.4236119985580444,16.39732551574707,110.6010513305664,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
107,107.0,1.7481434345245361,1.3619000911712646,24.71936798095703,116.60697174072266,331.9572448730469,8.0,1.0,-1.0,-1.0,0.0
108,108.0,1.8016996383666992,-3.0660946369171143,-112.30402374267578,-8.494882583618164,331.9572448730469,8.0,0.0,-1.0,-1.0,0.0
109,109.0,1.6732497215270996,-3.122986078262329,-129.09811401367188,-2.4023656845092773,331.957275390625,8.0,0.0,-1.0,-1.0,0.0
110,110.0,1.7155965566635132,3.04339337348938,-122.80658721923828,12.098432540893555,331.957275390625,8.0,0.0,-1.0,-1.0,0.0
111,111.0,1.7216722965240479,2.9961647987365723,-121.30989837646484,17.767282485961914,331.957275390625,8.0,0.0,-1.0,-1.0,0.0
112,112.0,1.722967267036438,1.4966847896575928,9.065540313720703,122.09890747070312,331.957275390625,8.0,1.0,-1.0,-1.0,0.0
113,113.0,1.6957368850708008,-3.098008394241333,-125.92733764648438,-5.49192476272583,331.957275390625,8.0,0.0,-1.0,-1.0,0.0
114,114.0,1.5765446424484253,-3.044471025466919,-142.6714324951172,-13.900205612182617,331.957275390625,8.0,0.0,-1.0,-1.0,0.0
115,115.0,1.8649053573608398,-3.130262613296509,-106.01250457763672,-1.2011828422546387,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
116,116.0,1.882855772972107,3.095396041870117,-103.9319839477539,4.804731369018555,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
117,117.0,1.9029335975646973,-3.1180100440979004,-101.85148620605469,-2.4023656845092773,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
118,118.0,1.7259290218353271,3.116945743560791,-122.75657653808594,3.0261857509613037,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
119,119.0,1.7489877939224243,3.0864269733428955,-119.63581085205078,6.606505870819092,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
120,120.0,1.7753411531448364,3.1415927410125732,-116.51505279541016,0.0,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
121,121.0,1.7831870317459106,-3.105201244354248,-115.47479248046875,-4.2041401863098145,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
122,122.0,1.79106867313385,-3.0891573429107666,-114.43453979492188,-6.005914688110352,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
123,123.0,1.8113627433776855,-3.0859649181365967,-111.9887924194336,-6.236129283905029,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
124,124.0,1.8227113485336304,3.1314666271209717,-110.82266235351562,1.1222374439239502,333.9827575683594,9.0,0.0,-1.0,-1.0,1.0
125,125.0,1.7885102033615112,3.0466108322143555,-114.38453674316406,10.897249221801758,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
126,126.0,1.7955257892608643,3.0300185680389404,-113.34428405761719,12.699024200439453,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
127,127.0,2.0204122066497803,1.426591396331787,12.956217765808105,89.22219848632812,333.9827575683594,9.0,1.0,-1.0,-1.0,0.0
128,128.0,2.001552104949951,1.5179694890975952,4.854522705078125,91.80951690673828,333.9827575683594,9.0,1.0,-1.0,-1.0,0.0
129,129.0,1.8429529666900635,1.3699071407318115,21.648603439331055,106.31031036376953,333.9827575683594,9.0,1.0,-1.0,-1.0,0.0
130,130.0,1.9293668270111084,1.5632941722869873,0.7435030341148376,99.10321807861328,333.9827575683594,9.0,1.0,-1.0,-1.0,0.0
131,131.0,1.918436884880066,1.5322377681732178,3.864269256591797,100.16840362548828,333.9827575683594,9.0,1.0,-1.0,-1.0,0.0
132,132.0,1.8286644220352173,1.5073316097259521,6.985037326812744,109.91385650634766,333.9827575683594,9.0,1.0,-1.0,-1.0,0.0
133,133.0,1.895723819732666,1.4810887575149536,9.196222305297852,102.23815155029297,333.9827575683594,9.0,1.0,-1.0,-1.0,1.0
134,134.0,1.8421534299850464,1.4775919914245605,10.105801582336426,108.11209106445312,333.9827575683594,9.0,1.0,-1.0,-1.0,0.0
135,135.0,1.9072946310043335,1.4088999032974243,16.347328186035156,100.09027099609375,333.9827575683594,9.0,1.0,-1.0,-1.0,0.0
136,136.0,1.873037338256836,1.5844670534133911,-1.4370088577270508,105.109130859375,333.9827575683594,9.0,1.0,-1.0,-1.0,0.0
137,137.0,1.8454071283340454,1.5547738075256348,1.7337582111358643,108.19869995117188,333.9827575683594,9.0,1.0,-1.0,-1.0,0.0
138,138.0,1.806646704673767,-3.0554685592651367,-112.30402374267578,-9.696064949035645,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
139,139.0,1.7014226913452148,-3.1082327365875244,-125.97734069824219,-4.2041401863098145,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
140,140.0,1.7073312997817993,3.0740981101989746,-124.96906280517578,8.447548866271973,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
141,141.0,1.7009952068328857,-3.0884921550750732,-125.92733764648438,-6.693108081817627,333.9827575683594,9.0,0.0,-1.0,-1.0,0.0
142,142.0,2.127138376235962,-3.1119229793548584,-80.9463882446289,-2.4023656845092773,334.92724609375,10.0,0.0,-1.0,-1.0,0.0
143,143.0,1.857619285583496,-3.1023411750793457,-107.05274963378906,-4.2041401863098145,334.92724609375,10.0,0.0,-1.0,-1.0,0.0
144,144.0,1.7690140008926392,-3.105844736099243,-117.55530548095703,-4.2041401863098145,334.92724609375,10.0,0.0,-1.0,-1.0,0.0
145,145.0,1.7686207294464111,3.095643997192383,-117.55530548095703,5.405323505401611,334.92724609375,10.0,0.0,-1.0,-1.0,0.0
146,146.0,1.777957797050476,-3.131283760070801,-116.51505279541016,-1.2011828422546387,334.92724609375,10.0,0.0,-1.0,-1.0,0.0
147,147.0,1.7863672971725464,3.125990629196167,-115.47479248046875,1.801774501800537,334.92724609375,10.0,0.0,-1.0,-1.0,0.0
148,148.0,1.7984743118286133,-3.0967605113983154,-113.90567779541016,-5.110071182250977,334.92724609375,10.0,0.0,-1.0,-1.0,0.0
149,149.0,1.7983970642089844,3.081447124481201,-113.8233642578125,6.854230880737305,334.92724609375,10.0,0.0,-1.0,-1.0,0.0
150,150.0,1.8201261758804321,-3.093071460723877,-111.31377410888672,-5.405323505401611,334.92724609375,10.0,0.0,-1.0,-1.0,0.0
151,151.0,1.822205662727356,3.131603479385376,-111.19544219970703,1.1107840538024902,334.92724609375,10.0,0.0,-1.0,-1.0,0.0
152,152.0,1.7742977142333984,3.048297643661499,-116.46505737304688,10.897249221801758,334.92724609375,10.0,0.0,-1.0,-1.0,0.0
153,153.0,2.0355076789855957,1.3015296459197998,23.679113388061523,85.80360412597656,334.92724609375,10.0,1.0,-1.0,-1.0,0.0
154,154.0,1.903365969657898,1.5533283948898315,1.7837592363357544,102.1061782836914,334.92724609375,10.0,1.0,-1.0,-1.0,0.0
155,155.0,1.910096287727356,1.5326801538467407,3.864269256591797,101.33229064941406,334.92724609375,10.0,1.0,-1.0,-1.0,0.0
156,156.0,1.8942861557006836,1.4815007448196411,9.19379711151123,102.68540954589844,334.92724609375,10.0,1.0,-1.0,-1.0,0.0
157,157.0,1.8404123783111572,1.4875988960266113,9.065546989440918,108.71268463134766,334.92724609375,10.0,1.0,-1.0,-1.0,0.0
158,158.0,1.8811919689178467,1.430721402168274,14.592693328857422,103.49549865722656,334.92724609375,10.0,1.0,-1.0,-1.0,0.0
159,159.0,1.9320006370544434,1.5852954387664795,-1.4370063543319702,99.10321807861328,334.92724609375,10.0,1.0,-1.0,-1.0,0.0
160,160.0,1.8256452083587646,1.4506818056106567,13.276562690734863,110.0004653930664,334.92724609375,10.0,1.0,-1.0,-1.0,0.0
161,161.0,1.760677695274353,1.4498628377914429,14.316818237304688,117.80815887451172,334.92724609375,10.0,1.0,-1.0,-1.0,0.0
162,162.0,1.782073736190796,1.5827521085739136,-1.3870065212249756,116.00637817382812,334.92724609375,10.0,1.0,-1.0,-1.0,0.0
163,163.0,1.7539256811141968,-3.0199763774871826,-118.64556121826172,-14.500797271728516,334.9272766113281,10.0,0.0,-1.0,-1.0,0.0
164,164.0,1.8721699714660645,-3.090649127960205,-106.01251220703125,-5.405323505401611,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
165,165.0,1.891311764717102,3.095396041870117,-103.9319839477539,4.804731369018555,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
166,166.0,1.9011507034301758,-3.100755453109741,-102.89173126220703,-4.2041401863098145,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
167,167.0,1.757325291633606,3.0864269733428955,-119.63581085205078,6.606505870819092,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
168,168.0,1.766945242881775,3.131464719772339,-118.59556579589844,1.2011828422546387,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
169,169.0,1.7836542129516602,3.131283760070801,-116.51505279541016,1.2011828422546387,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
170,170.0,1.7824506759643555,3.0900919437408447,-116.51505279541016,6.005914688110352,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
171,171.0,1.8229477405548096,3.130905866622925,-111.77967071533203,1.1946126222610474,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
172,172.0,1.8353792428970337,-3.1089260578155518,-110.27351379394531,-3.603549003601074,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
173,173.0,1.8075248003005981,3.0720560550689697,-113.34428405761719,7.894291877746582,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
174,174.0,1.8757083415985107,3.069392681121826,-105.48169708251953,7.629029750823975,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
175,175.0,1.9815647602081299,1.4190332889556885,14.316818237304688,93.61129760742188,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
176,176.0,1.8548574447631836,1.388767957687378,19.568092346191406,106.31031036376953,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
177,177.0,1.9064406156539917,1.5583776235580444,1.2717645168304443,102.40178680419922,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
178,178.0,1.9703646898269653,1.5367368459701538,3.2625532150268555,95.75286102294922,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
179,179.0,1.9254101514816284,1.5395128726959229,3.140380382537842,100.35179138183594,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
180,180.0,1.8840398788452148,1.5487561225891113,2.3104639053344727,104.81263732910156,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
181,181.0,1.9483857154846191,1.5207419395446777,4.90452241897583,97.90203857421875,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
182,182.0,1.8427977561950684,1.5164668560028076,5.94478178024292,109.31327056884766,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
183,183.0,1.9640984535217285,1.4874801635742188,8.025286674499512,96.10025787353516,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
184,184.0,1.8953860998153687,1.480615496635437,9.33011245727539,103.17936706542969,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
185,185.0,1.974115014076233,1.4647061824798584,10.105796813964844,94.89907836914062,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
186,186.0,1.8401554822921753,1.4786102771759033,10.105801582336426,109.31326293945312,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
187,187.0,1.9327682256698608,1.4295367002487183,14.027393341064453,98.64085388183594,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
188,188.0,1.8693467378616333,1.431968092918396,14.73291015625,105.44062042236328,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
189,189.0,1.823136329650879,1.470452070236206,11.196051597595215,111.20164489746094,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
190,190.0,1.842871069908142,1.5359450578689575,3.814268112182617,109.3998794555664,336.9527587890625,11.0,1.0,-1.0,-1.0,0.0
191,191.0,2.0703370571136475,-2.972928047180176,-85.15739440917969,-14.500797271728516,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
192,192.0,1.834241271018982,-3.075517177581787,-110.22352600097656,-7.293699741363525,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
193,193.0,1.845965027809143,-3.008298635482788,-108.14300537109375,-14.500797271728516,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
194,194.0,1.7081668376922607,3.0694899559020996,-125.92733764648438,9.095475196838379,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
195,195.0,1.7148224115371704,3.054556369781494,-124.8870849609375,10.897249221801758,336.9527587890625,11.0,0.0,-1.0,-1.0,0.0
